id,n_authors,len_char_title,len_word_title,len_char_abstract,len_word_abstract,n_keywords,ref_len,ref_latest,num_recent_refs,contains_ml_keyword,avg_sent_len,abs_glove_avg,contains_sota,avg_ref_length,num_sections,contains_appendix,fig_tab_eqn_count,contains_table,contains_figure,contains_equation,iclr_references,label,ref_latest_depth
2017_rJg_1L5gg,1,29,3,1905,286,2,26,2016,10,1,25.833333333333332,0.07159054279327393,0,145,23,0,8,0,1,0,0,Reject,2
2018_S1CChZ-CZ,7,82,11,1115,167,5,33,2017,22,1,22.333333333333332,0.05954071506857872,1,21,26,1,5,1,1,0,2,Accept,2
2019_Hklc6oAcFX,3,38,5,986,159,5,35,2018,19,1,22.0,0.056682705879211426,0,75,12,1,12,0,1,0,1,Reject,2
2017_rJM69B5xx,4,97,12,961,149,4,31,2017,28,1,32.833333333333336,0.07191753387451172,0,53,24,1,21,1,1,1,1,Reject,1
2019_Syf9Q209YQ,4,62,7,707,102,3,35,2018,25,1,30.0,0.0654279813170433,1,31,19,1,9,1,1,0,0,Reject,2
2020_SkxzSgStPS,4,44,5,1109,164,5,29,2019,28,1,26.428571428571427,0.049758072942495346,0,41,23,1,27,1,1,1,3,Reject,2
2018_r1vuQG-CW,4,8,1,1486,214,7,21,2017,12,1,27.11111111111111,0.058936163783073425,0,35,14,1,21,1,1,1,1,Accept,2
2019_rJl3S2A9t7,4,63,7,797,110,4,16,2018,10,1,21.833333333333332,0.08393604308366776,0,24,17,1,16,1,1,1,0,Reject,2
2020_HyxyIgHFvr,5,75,10,648,102,4,48,2020,40,1,61.5,0.06596657633781433,0,179,15,1,22,1,1,1,2,Accept,1
2019_B1lnzn0ctQ,4,64,12,1096,158,2,42,2018,35,1,25.25,0.06699797511100769,0,54,23,1,32,1,1,1,1,Accept,2
2020_rJehllrtDS,4,71,11,1108,173,4,41,2019,27,1,26.857142857142858,0.04793928563594818,0,50,15,1,21,1,1,0,3,Reject,2
2020_ryeG924twB,7,64,9,1596,228,4,40,2019,27,1,23.0,0.0380822978913784,1,50,31,1,24,1,1,1,0,Accept,2
2020_BJe7h34YDS,5,73,9,1143,172,3,41,2019,33,1,27.142857142857142,0.04837381839752197,0,44,21,1,24,1,1,1,0,Reject,2
2020_rkxdexBYPB,5,71,8,1110,149,4,32,2019,30,1,22.75,0.06048465892672539,0,44,21,1,17,1,1,0,1,Reject,2
2018_rkHywl-A-,3,71,8,993,141,2,25,2017,14,0,33.6,0.0659560039639473,0,361,18,1,8,1,1,1,1,Accept,2
2020_BJeKwTNFvB,3,82,8,1381,183,0,51,2019,44,1,33.142857142857146,0.05897917598485947,0,62,12,1,24,1,1,1,6,Accept,2
2020_rJeeKTNKDB,3,53,5,808,107,2,41,2019,38,1,27.0,0.0712253749370575,1,116,11,1,15,1,1,0,2,Reject,2
2019_BJlc6iA5YX,7,77,11,1121,168,4,40,2018,37,0,24.375,0.03071674332022667,1,53,4,0,0,0,0,0,3,Reject,2
2020_S1xipR4FPB,3,64,6,1218,176,0,37,2018,31,1,30.142857142857142,0.059305209666490555,0,38,7,1,30,1,1,0,1,Reject,3
2020_B1xBAA4FwH,5,39,4,817,112,2,51,2019,41,0,22.666666666666668,0.062103744596242905,0,57,15,0,19,1,1,1,0,Reject,2
2019_BkeK-nRcFX,2,80,10,1271,195,7,33,2018,29,0,29.375,0.05144119635224342,0,123,22,1,61,1,1,0,3,Reject,2
2018_S1Y7OOlRZ,7,40,4,1006,145,2,45,2018,35,1,27.666666666666668,0.050202444195747375,0,49,12,1,10,1,1,0,4,Reject,1
2020_Byekm0VtwS,3,64,9,986,145,4,16,2019,14,1,27.666666666666668,0.05896648392081261,0,183,10,0,5,0,1,0,0,Reject,2
2020_SyegvgHtwr,4,26,3,787,119,3,36,2019,32,0,27.0,0.0710860937833786,0,37,20,1,37,1,1,1,1,Reject,2
2018_ryjw_eAaZ,4,69,8,1654,231,5,57,2017,34,1,27.4,0.07240314036607742,0,46,13,1,16,1,1,0,3,Reject,2
2020_HJg_tkBtwS,5,67,7,1574,241,5,34,2019,22,1,22.833333333333332,0.07261106371879578,0,46,14,1,33,1,1,1,2,Reject,2
2018_HyyP33gAZ,8,51,5,1136,165,8,28,2017,26,1,25.5,0.04768551513552666,1,28,32,1,20,1,1,1,2,Accept,2
2020_BkljIlHtvS,3,74,9,1143,174,5,52,2019,42,0,36.166666666666664,0.05507932975888252,0,36,22,1,6,1,1,0,8,Reject,2
2018_By-IifZRW,2,24,3,816,120,1,15,2017,9,1,22.666666666666668,0.07553014904260635,0,393,10,0,5,0,1,1,0,Reject,2
2017_HyET6tYex,3,28,4,917,140,1,19,2017,13,1,39.25,0.06882151961326599,0,138,11,1,6,0,1,0,0,Reject,1
2019_H1eqjiCctX,2,69,8,788,123,3,41,2017,27,0,22.5,0.05883561074733734,0,213,16,0,24,1,1,1,0,Accept,3
2019_HyztsoC5Y7,7,89,10,1442,213,4,58,2018,45,1,34.57142857142857,0.06286004185676575,0,77,21,1,15,1,1,1,1,Accept,2
2018_SJFM0ZWCb,4,77,10,1255,178,3,19,2016,9,1,19.8,0.06594114750623703,0,215,18,0,12,1,1,1,0,Reject,3
2018_H113pWZRb,5,47,6,1444,215,3,21,2017,18,1,28.11111111111111,0.0716235563158989,0,373,12,1,16,1,1,1,5,Reject,2
2020_Bke8764twr,7,29,3,1455,216,5,43,2019,38,1,21.545454545454547,0.04486145079135895,0,35,10,0,14,1,1,0,2,Reject,2
2019_Hygv0sC5F7,4,79,11,986,151,3,21,2018,15,0,28.666666666666668,0.057276029139757156,0,180,26,0,5,0,1,1,1,Reject,2
2017_Hk-mgcsgx,2,83,11,1167,156,1,22,2015,9,1,25.714285714285715,0.0698264092206955,0,60,8,0,5,0,1,0,0,Reject,3
2020_ryxtWgSKPB,6,61,8,1177,168,4,26,2018,20,1,23.375,0.06229868903756142,0,32,11,0,9,1,1,1,2,Reject,3
2020_B1lTqgSFDH,4,60,6,1544,215,3,33,2019,25,0,24.2,0.059454578906297684,0,7,17,1,8,1,1,1,0,Reject,2
2020_r1glygHtDB,5,52,8,1326,200,4,45,2019,41,1,28.875,0.054872944951057434,0,49,12,1,34,1,1,1,0,Reject,2
2018_Byk4My-RZ,3,55,7,537,81,2,17,2017,14,1,22.5,0.06407591700553894,0,216,17,1,13,0,1,1,1,Reject,2
2020_S1xI_TEtwS,3,67,9,1128,164,0,20,2020,15,1,22.5,0.06272172927856445,0,48,21,1,26,1,1,1,1,Reject,1
2019_BJx1SsAcYQ,7,100,11,1913,277,4,26,2018,26,0,30.454545454545453,0.06551480293273926,0,48,22,0,14,1,1,1,1,Reject,2
2018_Bk8ZcAxR-,6,63,7,1077,151,6,35,2018,21,0,20.875,0.05686280131340027,0,43,17,1,28,0,1,1,2,Accept,1
2020_H1lfwAVFwr,6,105,12,1117,158,4,16,2018,11,1,26.428571428571427,0.06739386916160583,0,215,21,1,8,0,1,1,0,Reject,3
2020_r1xMnCNYvB,2,90,12,1478,217,4,78,2020,47,1,23.272727272727273,0.0603756420314312,0,39,19,1,8,0,1,1,0,Reject,1
2020_rJld3hEYvS,2,23,3,938,130,2,49,2019,32,0,29.0,0.05886280909180641,1,66,24,1,16,1,1,1,0,Accept,2
2019_SygK6sA5tX,3,46,5,1216,178,4,47,2018,34,1,27.857142857142858,0.053095221519470215,1,568,15,1,14,1,1,0,0,Reject,2
2019_rkx8l3Cctm,3,38,5,976,149,3,29,2018,22,0,19.77777777777778,0.0648941919207573,0,25,33,1,14,0,1,1,0,Reject,2
2019_rklEUjR5tm,6,90,10,1617,205,1,48,2018,29,1,24.6,0.0743965357542038,0,42,14,1,16,0,1,1,1,Reject,2
2020_S1xFl64tDr,6,67,7,1013,147,3,0,0,0,0,27.666666666666668,0.06692444533109665,0,0,16,1,22,1,1,1,0,Accept,2021
2019_HkghV209tm,3,40,4,642,93,3,25,2018,15,1,26.25,0.05038738623261452,0,595,19,1,5,0,1,0,3,Reject,2
2018_H1A5ztj3b,2,85,12,928,144,2,37,2017,31,0,23.857142857142858,0.056431904435157776,0,277,10,0,54,1,1,1,0,Reject,2
2020_BJgZBxBYPB,2,83,9,1123,168,4,11,2019,8,1,24.25,0.05380669981241226,0,142,19,1,23,1,1,1,0,Reject,2
2018_H15odZ-C-,3,41,5,847,128,2,19,2017,12,0,24.333333333333332,0.05457698926329613,0,669,16,1,8,1,1,1,1,Accept,2
2020_HJe-oRVtPB,5,77,11,1408,188,4,38,2019,35,0,17.846153846153847,0.06440652161836624,0,252,18,1,30,1,1,1,5,Reject,2
2020_SkxpxJBKwS,7,48,6,1156,160,0,74,2019,48,0,49.25,0.06612274795770645,0,60,43,1,9,0,1,0,5,Accept,2
2019_S1xq3oR5tQ,4,113,16,1998,296,4,37,2018,15,0,41.0,0.06878882646560669,0,37,17,0,33,0,1,0,0,Accept,2
2020_S1xKd24twB,3,71,10,2002,303,2,30,2019,23,1,32.54545454545455,0.05256905034184456,0,32,12,1,30,0,1,1,2,Accept,2
2020_r1xa9TVFvH,3,67,8,800,115,3,55,2019,37,1,27.8,0.0690840631723404,0,294,28,1,1,0,1,0,2,Reject,2
2020_HklkeR4KPB,7,90,10,1042,155,1,31,2019,18,0,31.333333333333332,0.04775049537420273,0,38,22,1,7,1,1,1,2,Accept,2
2020_B1gskyStwr,4,38,4,1351,199,4,40,2020,24,1,23.3,0.05540645495057106,0,40,19,1,23,0,1,1,3,Accept,1
2018_SJa9iHgAZ,6,50,5,1072,152,3,20,2017,15,1,18.666666666666668,0.058580733835697174,0,323,16,1,15,0,1,0,0,Accept,2
2018_Bk7wvW-C-,5,97,9,890,132,6,4,2017,4,1,24.833333333333332,0.07226428389549255,0,101,17,0,7,1,1,0,0,Reject,2
2020_Hke12T4KPS,5,62,9,1074,161,3,38,2019,29,1,31.333333333333332,0.0631452202796936,1,66,13,1,28,1,1,1,4,Reject,2
2020_SJlRWC4FDB,3,50,6,1011,153,0,29,2019,24,1,21.5,0.049127135425806046,0,90,17,0,20,1,1,1,0,Reject,2
2019_S1MeM2RcFm,3,69,9,1641,247,3,33,2018,24,1,23.53846153846154,0.04433588683605194,0,32,18,1,15,1,1,0,0,Reject,2
2019_Hkx-ii05FQ,2,19,3,1361,208,5,27,2018,8,1,33.0,0.07474832236766815,0,394,11,1,13,1,0,1,0,Reject,2
2019_H1eqviAqYX,7,66,9,1159,165,4,28,2018,23,0,27.857142857142858,0.057849254459142685,0,45,20,1,17,1,1,1,3,Reject,2
2020_ryxWIgBFPS,8,71,9,1309,203,5,43,2019,24,0,34.0,0.07628601789474487,0,33,25,1,34,0,1,1,1,Accept,2
2020_rklbKA4YDS,4,34,4,744,102,3,42,2019,23,1,23.0,0.07542549073696136,0,28,29,1,26,1,1,1,0,Accept,2
2019_S1xtAjR5tX,10,61,6,965,131,4,73,2018,64,1,22.857142857142858,0.04823116213083267,0,36,17,1,21,1,1,1,6,Accept,2
2020_SygKyeHKDH,14,73,10,492,77,3,50,2019,38,0,41.5,0.0713072121143341,1,37,24,1,21,1,1,0,3,Accept,2
2020_HJgC60EtwB,10,80,9,1217,155,2,41,2019,36,1,24.75,0.05648242309689522,1,63,16,1,28,1,1,1,0,Accept,2
2020_r1glDpNYwS,3,37,8,1112,175,4,19,2019,14,1,34.333333333333336,0.03427594155073166,1,35,16,1,25,1,1,1,1,Reject,2
2020_ryxB2lBtvH,3,77,9,918,133,5,34,2020,30,0,33.0,0.06542129814624786,0,62,18,0,21,1,1,1,9,Accept,1
2018_HyrCWeWCb,4,67,10,881,122,1,33,2017,26,0,30.4,0.06842641532421112,0,43,14,1,5,1,1,1,1,Accept,2
2018_ByOnmlWC-,2,44,6,852,117,3,29,2017,15,1,25.5,0.0658828467130661,1,38,24,1,18,1,1,1,0,Accept,2
2019_SkGQujR5FX,4,63,8,1372,202,12,36,2029,30,1,32.857142857142854,0.05185362324118614,1,41,12,1,30,1,1,1,5,Reject,-9
2020_rygixkHKDH,5,81,9,899,115,3,74,2019,46,1,19.285714285714285,0.06699525564908981,0,47,1,1,112,1,1,1,0,Accept,2
2019_r1gkAoA5FQ,6,65,13,1056,146,3,59,2018,38,1,28.666666666666668,0.044381748884916306,0,86,10,0,9,1,1,0,1,Reject,2
2020_SkxW23NtPH,11,53,8,1252,180,4,27,2019,25,1,31.571428571428573,0.06430207937955856,1,31,23,1,6,1,1,0,0,Reject,2
2019_BylE1205Fm,4,82,9,1323,218,4,43,2018,38,0,19.923076923076923,0.07867857068777084,0,296,13,1,19,0,1,1,3,Accept,2
2020_SklOypVKvS,6,87,10,1151,154,6,59,2019,34,1,31.666666666666668,0.06723734736442566,0,35,14,1,10,1,1,1,0,Reject,2
2020_rJgCOySYwH,4,44,6,1324,184,0,18,2019,15,1,24.0,0.0774952620267868,0,54,14,0,18,0,1,1,1,Reject,2
2019_ryfcCo0ctQ,4,97,11,603,82,4,41,2018,17,0,18.8,0.08041713386774063,0,505,13,1,11,0,1,1,0,Reject,2
2018_r1HNP0eCW,7,71,8,857,128,0,13,2016,9,1,38.75,0.05119039863348007,0,20,17,0,8,1,1,1,0,Reject,3
2019_HJglg2A9FX,2,34,5,1289,211,3,39,2018,35,0,40.0,0.05811892822384834,0,184,24,1,24,1,1,0,2,Reject,2
2020_rkl_f6EFPS,4,76,11,1471,244,9,24,2019,17,1,20.53846153846154,0.06705255061388016,0,4,10,0,9,1,1,1,0,Reject,2
2019_B1MbDj0ctQ,3,57,7,789,115,6,29,2018,26,0,21.5,0.07238984107971191,0,47,22,1,16,1,1,1,5,Reject,2
2020_BJlzm64tDH,4,78,8,1132,157,0,38,2019,35,1,32.5,0.048958972096443176,0,39,11,1,9,1,1,0,2,Accept,2
2020_rkxXNR4tvH,3,50,6,1114,169,3,28,2020,25,1,27.428571428571427,0.05908918008208275,1,87,8,0,32,0,1,1,1,Reject,1
2019_HkeWSnR5Y7,5,105,12,1254,170,0,39,2018,32,1,24.375,0.06099153682589531,1,95,21,1,5,0,1,0,6,Reject,2
2020_SJlbGJrtDB,5,96,14,986,133,4,31,2019,28,1,24.333333333333332,0.06359167397022247,0,44,17,1,33,1,1,0,0,Accept,2
2018_SyMvJrdaW,4,42,6,1043,150,2,11,2017,10,0,27.666666666666668,0.059896841645240784,0,21,12,1,25,1,1,1,1,Accept,2
2020_BkxFi2VYvS,2,61,6,1700,254,4,37,2019,35,1,26.818181818181817,0.0500117689371109,0,120,16,0,13,1,1,1,0,Reject,2
2019_B1l6e3RcF7,4,63,13,1224,180,0,26,2018,20,1,25.875,0.08112794160842896,0,462,10,1,25,1,1,1,0,Reject,2
2018_B1bgpzZAZ,4,98,14,1836,288,2,15,2017,15,1,29.272727272727273,0.046025350689888,1,42,12,1,10,1,1,1,0,Reject,2
2020_SJxbHkrKDH,6,81,8,1116,165,3,51,2019,41,1,39.0,0.041065994650125504,0,40,19,0,43,0,1,1,5,Accept,2
2019_H1g0Z3A9Fm,3,62,8,1402,208,5,38,2018,31,1,30.375,0.06316445022821426,0,33,27,1,9,1,1,1,0,Accept,2
2020_S1gEIerYwH,5,70,8,1027,146,3,38,2019,33,1,41.0,0.06738924235105515,0,370,25,1,26,0,1,1,4,Accept,2
2020_SkloDJSFPH,5,85,10,945,138,3,31,2019,26,0,31.8,0.06075423210859299,0,51,17,0,33,1,1,1,4,Reject,2
2019_rkMD73A5FX,5,62,8,891,111,4,47,2018,31,1,36.0,0.06283926218748093,1,41,18,1,45,1,1,1,1,Reject,2
2020_ryxgsCVYPr,5,109,13,1246,190,4,27,2019,26,1,28.75,0.05332018435001373,1,388,11,0,28,1,1,1,1,Accept,2
2020_rJlnfaNYvB,3,50,7,1286,195,4,19,2019,12,1,37.833333333333336,0.06006106361746788,1,40,17,0,17,1,1,1,2,Reject,2
2019_BJe0Gn0cY7,4,45,5,898,131,3,42,2018,36,0,29.8,0.06780751794576645,1,378,18,1,22,1,1,1,2,Accept,2
2018_HJzgZ3JCW,4,55,5,1101,163,3,25,2017,20,1,24.125,0.05386734381318092,0,27,15,0,16,1,1,1,5,Accept,2
2020_HJloElBYvB,2,75,9,1546,236,3,29,2019,22,0,25.181818181818183,0.06635691970586777,0,25,21,1,21,1,1,1,2,Accept,2
2019_ryxHii09KQ,2,58,12,1189,176,4,24,2018,14,1,29.571428571428573,0.057120874524116516,0,41,15,1,19,0,1,0,0,Reject,2
2018_S1NHaMW0b,3,24,2,686,100,0,21,2017,19,0,23.2,0.06136735901236534,0,18,15,0,17,1,1,0,1,Reject,2
2018_rJaE2alRW,3,73,8,1042,152,5,40,2017,24,1,28.5,0.058019768446683884,0,39,29,1,18,1,1,1,0,Reject,2
2018_SkwAEQbAb,2,68,12,1043,166,4,28,2017,6,1,29.142857142857142,0.0640413910150528,0,142,15,0,15,1,1,0,0,Reject,2
2019_B1lwSsC5KX,4,75,12,891,145,4,51,2018,35,1,24.0,0.05293076112866402,0,46,19,1,18,1,1,1,2,Reject,2
2018_BJvVbCJCb,3,49,7,704,108,3,38,2017,18,0,23.8,0.04388553649187088,0,336,24,1,21,1,1,0,0,Reject,2
2018_r1nzLmWAb,2,55,7,973,142,3,28,2017,26,1,31.2,0.04108687490224838,1,149,13,0,15,1,1,1,0,Reject,2
2018_rJTutzbA-,4,77,10,1738,250,9,45,2017,29,1,27.09090909090909,0.06102931499481201,0,30,15,1,29,1,1,1,0,Accept,2
2020_rkgQL6VFwr,3,73,8,956,137,0,27,2019,27,1,31.2,0.0635773167014122,0,413,17,0,9,1,1,0,1,Reject,2
2019_ryemosC9tm,7,82,8,1120,148,5,40,2018,20,0,33.0,0.06462512165307999,0,35,13,0,16,1,1,0,0,Reject,2
2019_SkxXg2C5FX,6,80,15,1186,171,9,67,2018,51,1,29.285714285714285,0.04796072840690613,1,57,15,1,9,1,1,1,2,Accept,2
2020_S1et8gBKwH,3,69,7,723,112,4,28,2019,26,0,20.5,0.05482678487896919,0,243,7,0,5,1,1,1,1,Reject,2
2017_Bk0FWVcgx,2,60,7,1631,256,2,18,2016,15,1,32.55555555555556,0.06487530469894409,0,250,21,1,11,1,1,0,0,Accept,2
2020_HyxnMyBKwB,4,32,5,1039,156,5,29,2019,10,0,26.714285714285715,0.07935173809528351,0,68,10,1,34,0,1,1,0,Accept,2
2019_HyeGBj09Fm,3,68,7,1178,166,3,41,2017,35,1,23.5,0.08696760982275009,0,599,9,1,43,1,1,1,1,Accept,3
2020_rkesVkHtDr,3,25,2,1585,230,0,24,2018,10,0,23.818181818181817,0.07145924866199493,0,247,17,1,47,1,1,1,0,Reject,3
2020_rylMgCNYvS,1,56,8,1357,195,4,10,2019,3,1,22.3,0.0459400936961174,0,29,16,0,0,0,0,0,0,Reject,2
2018_r1RQdCg0W,3,132,17,1412,201,5,17,2016,12,0,28.666666666666668,0.06217808648943901,0,21,14,0,6,1,1,1,0,Reject,3
2020_B1xwv1StvS,2,44,6,1130,166,2,17,2019,12,1,27.714285714285715,0.05005175992846489,0,310,15,1,3,1,1,0,1,Reject,2
2020_r1xF7lSYDS,5,47,4,1548,231,2,60,2019,52,0,31.875,0.05871183052659035,0,51,19,1,34,1,1,0,1,Reject,2
2018_SJvu-GW0b,3,48,7,993,143,0,44,2017,33,1,20.5,0.06168510764837265,1,253,18,1,49,0,1,1,0,Reject,2
2018_r1SuFjkRW,4,64,9,1272,188,3,48,2017,33,1,31.857142857142858,0.05835430696606636,1,34,18,1,18,0,1,1,1,Reject,2
2017_HksioDcxl,4,73,10,712,104,0,26,2016,17,1,24.8,0.051476817578077316,1,53,14,0,8,1,1,0,0,Reject,2
2020_HkenPn4KPH,3,53,6,1230,188,4,57,2048,44,0,31.142857142857142,0.0650058388710022,0,31,14,1,28,1,1,0,8,Reject,-27
2019_S1x4ghC9tQ,5,44,4,806,122,4,40,2018,35,0,49.666666666666664,0.05598098784685135,0,87,19,1,18,0,1,1,0,Accept,2
2019_Sklr9i09KQ,4,46,7,895,136,3,36,2018,34,1,21.714285714285715,0.05183369293808937,0,464,23,1,20,1,1,0,4,Reject,2
2020_rygFWAEFwS,3,83,11,595,86,3,27,2019,26,0,24.75,0.07020583748817444,0,56,12,1,21,1,1,0,1,Accept,2
2019_S1GkToR5tm,5,32,3,819,132,2,29,2018,27,0,22.428571428571427,0.043686822056770325,1,47,15,0,20,1,1,1,1,Accept,2
2019_rkxw-hAcFQ,5,71,7,1091,145,7,49,2018,41,0,23.714285714285715,0.04411861300468445,0,40,15,1,31,1,1,0,7,Accept,2
2020_S1ltg1rFDS,4,75,7,978,138,4,34,2019,23,1,24.285714285714285,0.05389631912112236,0,68,18,1,26,0,1,1,1,Accept,2
2020_HJlRFlHFPS,4,91,9,965,135,4,40,2019,36,1,31.0,0.06653580069541931,0,41,15,1,9,1,1,0,2,Reject,2
2017_S19eAF9ee,4,72,8,910,132,1,21,2016,18,1,25.5,0.07546254247426987,0,404,12,0,10,1,1,0,1,Reject,2
2020_BylD9eSYPS,4,32,3,999,144,0,30,2018,20,1,27.833333333333332,0.04377952590584755,1,32,14,1,10,1,1,1,1,Reject,3
2019_HyNbtiR9YX,4,75,7,1671,242,4,66,2018,55,1,26.363636363636363,0.051017265766859055,1,24,21,0,46,1,1,1,3,Reject,2
2020_Syejj0NYvr,2,84,11,624,85,2,63,2019,53,0,20.8,0.033181872218847275,1,50,26,1,30,1,1,1,12,Reject,2
2020_r1genAVKPB,4,80,10,1950,266,4,45,2019,25,1,36.55555555555556,0.07037165760993958,0,956,18,1,10,1,1,1,0,Accept,2
2019_BJg_roAcK7,3,62,8,944,145,3,31,2019,21,1,29.666666666666668,0.05875649303197861,1,5,21,1,12,1,1,0,0,Accept,1
2019_SkE6PjC9KX,8,26,3,1008,153,5,29,2018,24,1,25.142857142857142,0.06958521157503128,0,36,13,1,29,0,1,1,5,Accept,2
2018_HJCXZQbAZ,2,37,4,1043,132,8,29,2017,20,0,32.0,0.04803745448589325,1,25,21,0,28,1,1,1,0,Accept,2
2018_rJJzTyWCZ,4,51,7,1033,152,3,30,2017,21,1,29.5,0.042833637446165085,0,49,13,1,12,1,1,0,0,Reject,2
2020_B1eY_pVYvB,4,71,8,1129,148,4,34,2019,31,0,25.571428571428573,0.0597333163022995,1,287,15,0,8,1,0,1,1,Accept,2
2020_rJeuMREKwS,5,84,9,1326,183,4,17,2019,14,1,27.25,0.07112788408994675,0,25,20,0,18,0,1,1,0,Reject,2
2019_HJl0jiRqtX,6,76,11,1388,212,3,37,2019,19,1,24.4,0.07439396530389786,0,45,35,1,50,1,1,1,2,Reject,1
2020_B1lJzyStvS,5,43,5,1029,177,4,46,2019,41,1,29.0,0.0866926833987236,0,67,20,1,33,1,1,0,0,Accept,2
2018_SyhcXjy0Z,2,103,14,1100,172,5,11,2017,10,1,23.375,0.05238603428006172,0,60,13,0,6,0,1,1,0,Reject,2
2020_SJxmfgSYDB,2,71,9,719,115,5,12,2019,9,1,32.5,0.06920977681875229,0,25,14,1,4,1,1,0,1,Reject,2
2019_SkxJ-309FQ,5,44,5,1050,158,4,32,2018,28,1,24.571428571428573,0.07310900837182999,1,34,18,1,13,0,1,0,0,Reject,2
2017_Sy7m72Ogg,4,52,7,1008,158,2,28,2016,15,1,36.2,0.07904395461082458,0,333,16,1,18,1,1,1,0,Reject,2
2019_SyVpB2RqFX,3,38,3,906,125,2,21,2018,16,0,32.75,0.07081222534179688,0,56,18,1,11,1,1,0,0,Reject,2
2019_BJl6TjRcY7,8,58,7,1099,161,7,45,2018,34,0,26.0,0.05440438166260719,0,43,15,1,9,0,1,0,4,Accept,2
2018_SyhRVm-Rb,4,59,7,1355,228,3,43,2017,38,0,27.555555555555557,0.08082880079746246,0,44,27,1,19,0,1,1,2,Reject,2
2019_SJx63jRqFm,4,68,12,1040,153,3,50,2018,36,0,24.428571428571427,0.08184581995010376,0,51,25,1,44,0,1,1,1,Accept,2
2020_rJggX0EKwS,2,77,10,1625,264,4,15,2018,11,1,32.111111111111114,0.07406937330961227,0,131,11,1,18,0,1,1,0,Reject,3
2019_HJeuOiRqKQ,4,89,12,1727,249,4,33,2018,23,1,20.285714285714285,0.06701980531215668,0,591,11,0,14,0,1,0,1,Reject,2
2020_Bkeb7lHtvH,4,124,18,1212,180,5,31,2020,26,1,17.083333333333332,0.06315287947654724,0,49,17,1,96,1,1,1,0,Accept,1
2019_ryGpEiAcFQ,1,46,7,1089,157,13,25,2055,8,0,23.125,0.08088710159063339,0,261,21,1,16,0,0,1,0,Reject,-35
2020_BkxREeHKPS,10,85,12,1069,142,3,41,2019,24,1,27.5,0.06608384102582932,0,73,14,1,17,1,1,0,0,Reject,2
2020_SJlEs1HKDr,3,37,4,927,143,4,24,2019,18,1,28.0,0.05846953019499779,0,21,11,1,11,0,1,1,0,Reject,2
2020_H1gN6kSFwS,7,56,7,1644,227,3,44,2019,27,0,30.444444444444443,0.0710659846663475,0,113,24,1,17,1,1,1,0,Reject,2
2019_BklUAoAcY7,1,77,9,968,135,3,24,2018,22,0,24.0,0.05269942805171013,0,410,7,0,6,1,1,0,3,Reject,2
2019_HyMS8iRcK7,6,81,9,779,111,3,40,2018,33,1,19.0,0.05492716282606125,0,316,28,1,28,1,1,1,1,Reject,2
2018_B16yEqkCZ,6,48,6,997,137,3,32,2016,17,0,19.375,0.051493044942617416,0,31,18,1,22,0,1,1,1,Reject,3
2020_BJl4g0NYvB,4,65,9,910,129,3,44,2023,28,1,29.2,0.0771554484963417,0,30,17,1,6,0,1,0,1,Reject,-2
2019_rJEjjoR9K7,4,72,8,1578,225,2,49,2018,30,1,29.333333333333332,0.0590832456946373,0,47,17,1,17,1,1,1,0,Accept,2
2020_ryxC6kSYPr,5,56,5,932,135,4,34,2018,13,0,31.2,0.07429898530244827,0,46,13,1,12,1,1,1,1,Accept,3
2019_rJgfjjC9Ym,2,75,8,1504,213,4,17,2017,14,0,27.333333333333332,0.06181136518716812,0,66,9,1,7,1,1,0,0,Reject,3
2017_r1yjkAtxe,3,78,8,1059,165,2,22,2016,6,1,23.75,0.056562114506959915,0,22,6,0,15,0,1,1,0,Reject,2
2019_SkGNrnC9FQ,3,45,5,1347,193,6,25,2018,10,1,19.818181818181817,0.06482438743114471,0,63,13,0,19,0,1,1,0,Reject,2
2018_rJUYGxbCW,5,95,12,1221,181,4,46,2017,36,1,27.0,0.0540299192070961,1,31,18,1,17,0,1,0,0,Accept,2
2020_ryl71a4YPB,4,69,9,1409,192,3,28,2019,25,1,30.375,0.05441036820411682,0,41,12,1,7,1,1,0,0,Reject,2
2019_SJlh2jR9FX,4,36,4,1389,195,5,35,2018,22,1,23.1,0.06837509572505951,1,107,12,1,16,1,1,1,0,Reject,2
2019_Hke20iA9Y7,8,63,9,906,135,7,28,2018,22,0,25.0,0.06853552162647247,0,45,24,1,21,1,1,1,0,Accept,2
2018_SyxCqGbRZ,7,85,11,1364,202,3,39,2017,32,0,32.42857142857143,0.08056334406137466,0,581,15,0,7,1,1,1,2,Reject,2
2017_B1hdzd5lg,6,66,8,774,106,2,27,2016,25,0,27.0,0.06175508350133896,1,169,14,0,10,1,1,0,2,Accept,2
2019_S1giVsRcYm,3,57,6,1477,210,4,0,0,0,0,26.666666666666668,0.05171775445342064,0,0,4,0,0,0,0,0,0,Reject,2020
2019_H1g2NhC5KQ,6,33,3,1028,152,4,49,2018,45,0,35.8,0.049160610884428024,0,54,38,1,22,1,1,0,3,Accept,2
2019_rJleN20qK7,4,65,7,1351,195,3,48,2018,28,0,32.142857142857146,0.07419268041849136,0,43,21,1,20,0,1,1,1,Accept,2
2020_BkxSmlBFvr,3,75,13,1483,210,2,31,2019,30,1,24.7,0.03730982914566994,1,34,8,1,17,1,1,0,3,Accept,2
